(30545157, 'refund', 201, 1528028200.388765)
(14168454, 'subscription', 498, 858218603.486431)
(32280598, 'purchase', 521, 1229783962.358341)
(30265081, 'bonus', 572, 977689483.690026)
(24038896, 'chargeback', 816, 1215713957.756248)
(69285129, 'chargeback', 602, 1401141546.901714)
(15467466, 'refund', 37, 1084525906.705622)
(82966490, 'chargeback', 859, 1455444003.106595)
(88233581, 'refund', 971, 1610430074.283694)
(35237676, 'purchase', 318, 1620724325.307286)
(46862355, 'subscription', 122, 1514844241.941311)
(64480440, 'chargeback', 122, 1686493182.057385)
(6435037, 'bonus', 19, 1261447201.425926)
(34471399, 'refund', 557, 1221214003.936913)
(79017680, 'purchase', 209, 1163694960.766266)
(68460480, 'purchase', 71, 1361211484.006132)
(25099755, 'refund', 737, 1129839663.010831)
(95086698, 'chargeback', 431, 1422517963.023731)
(63058992, 'purchase', 980, 1557675265.94381)
(82262427, 'bonus', 617, 1310793721.352427)
(23010131, 'subscription', 738, 1601462982.520305)
(75733747, 'subscription', 293, 1462445154.384442)
(88233581, 'bonus', 766, 1069271514.627517)
(16953704, 'subscription', 225, 1642916901.317538)
(97108260, 'bonus', 805, 1115307453.329994)
(43262956, 'chargeback', 909, 1229513667.455594)
(25472598, 'refund', 582, 1261945752.307417)
(66802725, 'subscription', 516, 891312822.372772)
(72014565, 'subscription', 489, 1434876003.978499)
(34899274, 'subscription', 984, 1206038306.657403)
(48278053, 'bonus', 649, 1402302234.842407)
(58305750, 'bonus', 229, 953549417.600589)
(35279831, 'bonus', 824, 1481417813.581318)
(56268053, 'chargeback', 475, 1366486085.775952)
(91911722, 'refund', 396, 1179095767.663419)
(54710328, 'subscription', 730, 1630487841.424621)
(43262956, 'refund', 278, 1104333874.485182)
(12093514, 'subscription', 45, 855440963.237234)
(58796235, 'subscription', 814, 1164873746.630634)
(67016450, 'refund', 88, 1390267618.511246)
(92656597, 'subscription', 56, 1620726993.774484)
(55069878, 'refund', 810, 1283038940.048786)
(98270730, 'purchase', 425, 1304125787.58011)
(60790432, 'refund', 726, 1414402509.723039)
(33507188, 'purchase', 689, 1159969488.497147)
(36791957, 'bonus', 602, 1329490910.379056)
(76458172, 'subscription', 826, 1029327582.095763)
(34296177, 'subscription', 644, 1487035948.886264)
(78120003, 'refund', 95, 1307315555.283865)
(67647849, 'subscription', 349, 1580580632.569221)
(35196958, 'subscription', 436, 836203808.4407)
(46862355, 'purchase', 677, 1704395926.700123)
(95049328, 'purchase', 789, 1737093999.940005)
(62093190, 'bonus', 962, 955255927.833129)
(28032486, 'chargeback', 635, 933151463.807155)
(24881118, 'purchase', 4, 918538769.580972)
(80881425, 'subscription', 759, 1258363398.244511)
(13433594, 'subscription', 378, 1532357424.459883)
(73551745, 'purchase', 782, 1060086259.367381)
(80910483, 'bonus', 747, 1632157167.244302)
(80460861, 'subscription', 208, 1725121721.694267)
(77280589, 'purchase', 149, 1121176533.79248)
(21858410, 'refund', 784, 875896637.902325)
(85002615, 'subscription', 778, 1706859081.668658)
(47274903, 'refund', 759, 1033794088.316321)
(62312130, 'refund', 46, 1127894176.848939)
(11445585, 'bonus', 87, 1176070023.352752)
(83450698, 'subscription', 721, 1477703688.001366)
(77318879, 'subscription', 571, 993023250.221683)
(3206171, 'refund', 558, 1402364700.51028)
(55065828, 'refund', 123, 1047728245.914255)
(74444548, 'purchase', 494, 1080434651.155593)
(72196910, 'chargeback', 370, 1530920606.90713)
(38033491, 'bonus', 773, 1409234543.800267)
(92614837, 'subscription', 575, 1474678334.398412)
(63363310, 'purchase', 907, 883331751.124326)
(70131458, 'chargeback', 950, 1363973757.983801)
(88638981, 'purchase', 389, 1774827892.135469)
(37030634, 'bonus', 52, 1142239980.465993)
(83720618, 'purchase', 452, 1399564663.262494)
(79358815, 'chargeback', 882, 869310244.261185)
(43251270, 'purchase', 397, 1030889561.877593)
(39533904, 'refund', 999, 1226371080.812607)
(78466914, 'chargeback', 966, 1222832274.256224)
(30338785, 'refund', 75, 1621289181.909316)
(63058992, 'subscription', 549, 1613020607.905333)
(22895644, 'chargeback', 348, 1764856242.058358)
(55174993, 'subscription', 571, 857153595.615863)
(91592974, 'purchase', 407, 934487085.014798)
(90753848, 'purchase', 216, 1711799266.581192)
(94147685, 'bonus', 267, 915053970.856974)
(71803370, 'refund', 231, 833891512.723694)
(11983182, 'refund', 895, 1614553567.284267)
(11795844, 'refund', 247, 1368124835.503021)
(39488997, 'chargeback', 676, 926848830.201358)
(440557, 'purchase', 27, 1001584106.385226)
(39488997, 'refund', 486, 1658147795.305255)
(49036118, 'chargeback', 172, 999611171.112831)
(65622766, 'purchase', 53, 1289087857.576187)
(93918953, 'subscription', 626, 1129349362.987206)
(69438218, 'bonus', 911, 1326375784.538482)
(8694793, 'bonus', 684, 1621012666.23458)
(30713079, 'subscription', 464, 1587592536.997689)
(82998766, 'subscription', 449, 863953388.390704)
(34117935, 'purchase', 185, 1024608613.29183)
(4894545, 'purchase', 543, 1543950205.606148)
(32686881, 'chargeback', 588, 1175957796.69692)
(38168403, 'chargeback', 907, 1490573221.297005)
(14852617, 'refund', 271, 1277727568.897833)
(17132872, 'chargeback', 687, 1654690765.616202)
(23039853, 'chargeback', 284, 1159805067.174435)
(20905859, 'purchase', 612, 1664932802.352815)
(50365729, 'purchase', 842, 1769550890.128896)
(89624010, 'chargeback', 454, 943591399.929431)
(24870547, 'chargeback', 193, 1404716178.438907)
(57245942, 'subscription', 358, 1554202353.120713)
(5430749, 'subscription', 525, 1730761545.891107)
(998428, 'chargeback', 178, 1326143720.457801)
(80091567, 'chargeback', 616, 1157388768.395702)
(64536897, 'bonus', 476, 996578985.827871)
(9248868, 'subscription', 375, 1511629274.632138)
(97644440, 'chargeback', 164, 1165820435.190336)
(57648888, 'subscription', 144, 932218211.600422)
(98991460, 'refund', 704, 880300683.421032)
(59613296, 'refund', 151, 1221017889.594471)
(59025789, 'subscription', 48, 937496299.443321)
(13738781, 'chargeback', 842, 993794002.63451)
(49726599, 'subscription', 248, 1706570785.779172)
(58796235, 'bonus', 335, 1424156134.907127)
(34168891, 'refund', 388, 1531777254.112854)
(26746442, 'chargeback', 590, 863301536.95603)
(90670782, 'chargeback', 845, 1747242416.376852)
(87500370, 'purchase', 289, 1426280847.763364)
(78560501, 'purchase', 103, 884871909.444369)
(38379186, 'bonus', 819, 1131081790.379181)
(77411523, 'chargeback', 441, 1059379535.398883)
(50281073, 'purchase', 42, 1283558653.677753)
(83365382, 'refund', 534, 1486081158.255861)
(54429431, 'bonus', 708, 1485627699.054315)
(92750867, 'chargeback', 13, 1703702855.387483)
(86458791, 'chargeback', 693, 1665771877.405374)
(5234829, 'chargeback', 422, 933811958.211052)
(91218487, 'bonus', 841, 894021227.582111)
(13584414, 'refund', 103, 1239859531.988206)
(30545157, 'subscription', 730, 1334764323.640221)
(66779604, 'bonus', 703, 937428713.159917)
(27397012, 'subscription', 580, 1575539066.871736)
(95384905, 'refund', 833, 1755921907.603173)
(43684588, 'subscription', 463, 1177822585.848141)
(19872916, 'purchase', 342, 1400206109.891778)
(30068458, 'bonus', 740, 1759878070.702496)
(55069878, 'subscription', 6, 1131215213.676626)
(93241081, 'chargeback', 205, 1626238322.297394)
(47274903, 'subscription', 666, 1698966041.751477)
(77318879, 'refund', 437, 1241559327.568542)
(73806232, 'refund', 702, 1729184288.444598)
(58305750, 'purchase', 358, 1032941115.007772)
(93806135, 'chargeback', 993, 1456169287.42191)
(60565567, 'subscription', 615, 1044053491.202475)
(42747502, 'subscription', 760, 1150037410.037501)
(35974335, 'subscription', 145, 926423426.862466)
(12055265, 'chargeback', 664, 1655254625.849641)
(84230263, 'bonus', 269, 1172884156.583203)
(64952542, 'chargeback', 423, 1116028596.133283)
(78168910, 'subscription', 437, 1235271259.143953)
(8313045, 'subscription', 236, 1388787606.933783)
(61533475, 'chargeback', 848, 1236630205.698198)
(16187307, 'purchase', 255, 1413178093.310835)
(57468371, 'subscription', 710, 956230152.13475)
(56268053, 'purchase', 135, 939201224.023477)
(24085581, 'refund', 627, 912239765.165787)
(91592974, 'bonus', 244, 856788612.602576)
(82909791, 'bonus', 357, 880175727.178561)
(56141982, 'subscription', 860, 1518626502.754509)
(92704336, 'subscription', 599, 1171019271.972798)
(34899274, 'refund', 819, 1162464483.775953)
(13285525, 'chargeback', 46, 1291196460.088148)
(17132872, 'refund', 505, 939737524.699175)
(34209339, 'subscription', 271, 997610961.864312)
(51297626, 'chargeback', 705, 1609838351.056774)
(73538397, 'chargeback', 10, 1165085241.692799)
(93119845, 'refund', 55, 1770458799.405414)
(30265081, 'subscription', 99, 1550365123.587457)
(99482175, 'purchase', 778, 1172109079.775705)
(88921772, 'subscription', 970, 1394379836.744025)
(63012944, 'purchase', 420, 855102488.938429)
(13433594, 'bonus', 360, 1301517582.370707)
(90419403, 'chargeback', 495, 1222424612.642524)
(59744402, 'refund', 626, 1522832222.809074)
(25472598, 'refund', 995, 1089119658.832112)
(84366891, 'bonus', 349, 1665221011.08732)
(33108533, 'bonus', 674, 898261747.701813)
(30878874, 'purchase', 13, 899165265.841039)
(33021513, 'chargeback', 935, 1239722345.577186)
(26357455, 'bonus', 613, 1755810316.170169)
(67736592, 'subscription', 632, 1347157149.218773)
(46562172, 'bonus', 713, 994344748.023208)
(26277280, 'refund', 962, 1308910804.980144)
(61412921, 'bonus', 281, 1361167079.299228)
(85495735, 'bonus', 930, 1442263004.669156)
(16187307, 'subscription', 609, 1531770573.312031)
(15917188, 'chargeback', 208, 1234014961.645943)
(68937938, 'subscription', 819, 1341657537.245055)
(18910460, 'bonus', 207, 1514256411.77944)
(85002615, 'bonus', 556, 1649129269.395957)
(42703340, 'chargeback', 896, 1491933224.148279)
(77573059, 'refund', 51, 1001762045.008975)
(80609163, 'chargeback', 592, 990042630.501272)
(22459767, 'chargeback', 557, 893890762.096983)
(26240711, 'chargeback', 874, 905231641.448711)
(38981594, 'subscription', 772, 1210843464.323762)
(56207608, 'purchase', 729, 1401682611.674929)
(49726599, 'refund', 454, 1468852412.003381)
(89290620, 'bonus', 83, 1522077637.494565)
(71281945, 'refund', 668, 1212262355.821474)
(79358815, 'purchase', 205, 1562204150.178297)
(26502373, 'bonus', 890, 1335678506.572351)
(59594422, 'chargeback', 999, 843393746.950442)
(82262427, 'purchase', 841, 1343450170.910666)
(74283682, 'refund', 656, 1683487796.566691)
(55065828, 'refund', 356, 1434670147.736892)
(57568235, 'purchase', 760, 1735796110.686227)
(74842577, 'subscription', 33, 1330646951.02876)
(48573632, 'purchase', 947, 1341319006.011029)
(787599, 'bonus', 836, 1204467131.973892)
(30994901, 'purchase', 917, 1352291100.422173)
(8166540, 'purchase', 237, 848671601.378214)
(7244406, 'subscription', 721, 1764079741.105499)
(20677424, 'subscription', 17, 1169645353.258298)
(43317036, 'chargeback', 855, 1094169780.247861)
(64480440, 'bonus', 830, 920914529.974663)
(24874128, 'chargeback', 893, 1479284343.821525)
(90419403, 'refund', 473, 1228410659.486303)
(14614638, 'refund', 147, 1306461900.386245)
(71638728, 'purchase', 304, 1271846088.639153)
(64988823, 'purchase', 669, 1493389663.155389)
(67016450, 'refund', 162, 1504063945.533278)
(63363310, 'chargeback', 800, 953465602.16879)
(70131458, 'bonus', 76, 1326740683.03836)
(20077578, 'chargeback', 82, 1258644388.525704)
(79358815, 'refund', 463, 1321520579.699629)
(22088644, 'refund', 939, 1582631305.903815)
(32171381, 'subscription', 147, 1323471941.52877)
(72006747, 'purchase', 79, 1128694634.675827)
(85778125, 'refund', 551, 1522436379.36386)
(61183059, 'refund', 724, 1075042932.76834)
(60612694, 'subscription', 252, 993059640.988468)
(89879365, 'chargeback', 456, 1138581811.179615)
(93776386, 'purchase', 670, 1770623984.915568)
(34893054, 'refund', 216, 1116707745.152138)
(40798338, 'bonus', 658, 1455345992.302735)
(63058992, 'bonus', 630, 1693195012.414051)
(718994, 'subscription', 877, 1248090443.094276)
(20489132, 'chargeback', 687, 1297603973.962917)
(10030229, 'refund', 518, 893001768.484366)
(34584218, 'bonus', 175, 1154705670.984685)
(13481809, 'bonus', 65, 1632107496.880032)
(18463971, 'purchase', 809, 1352528015.076269)
(73901891, 'chargeback', 617, 1325155772.273796)
(62166278, 'subscription', 11, 841153125.75044)
(63363310, 'refund', 756, 1665461374.499558)
(34036352, 'subscription', 942, 1202961143.742387)
(50895882, 'bonus', 665, 1148695172.202114)
(30878874, 'subscription', 880, 1014788047.829481)
(5312754, 'chargeback', 450, 924155435.683979)
(82998766, 'purchase', 446, 1557625109.255321)
(36791957, 'subscription', 952, 1350208942.600332)
(36236361, 'bonus', 900, 1684911355.685249)
(85013116, 'refund', 919, 1047671164.693846)
(35974335, 'refund', 696, 1667052195.67135)
(4894545, 'purchase', 294, 1607984418.494221)
(93241958, 'bonus', 993, 1607209518.894855)
(78136050, 'bonus', 416, 844418720.702316)
(84187480, 'purchase', 174, 1387643684.078537)
(51694002, 'refund', 190, 1280482389.139457)
(66272234, 'bonus', 863, 1060336558.016255)
(29175993, 'subscription', 772, 1451080235.144878)
(65010756, 'subscription', 984, 1766903799.338312)
(34887843, 'refund', 934, 1212053410.659067)
(87083240, 'refund', 604, 1551143567.651794)
(59567161, 'purchase', 112, 1608733302.419505)
(32945169, 'subscription', 680, 1308680364.208714)
(32258078, 'refund', 81, 1382527999.83167)
(8392428, 'subscription', 456, 1253373309.465318)
(40272247, 'subscription', 569, 1357354987.319418)
(90712088, 'refund', 231, 929873531.647338)
(95257369, 'bonus', 939, 1260175408.53885)
(73857971, 'purchase', 453, 1230827939.222229)
(97445582, 'purchase', 614, 972052769.077133)
(45969648, 'subscription', 375, 1179669945.35904)
(64638085, 'bonus', 882, 1681383422.550444)
(98832877, 'purchase', 434, 1046674696.83794)
(30876317, 'refund', 438, 1749250484.191771)
(30265081, 'subscription', 393, 1725663499.813679)
(59025789, 'purchase', 670, 1146588975.961349)
(97210150, 'chargeback', 556, 849211476.239593)
(76889096, 'bonus', 335, 1162286120.975256)
(16905192, 'bonus', 228, 1596275871.105157)
(67676056, 'refund', 435, 1490541996.364304)
(37282760, 'purchase', 461, 1010558860.332341)
(79926542, 'purchase', 931, 1073145679.78746)
(30876317, 'refund', 693, 1018707416.670542)
(49843193, 'chargeback', 822, 1701991479.842305)
(52926542, 'subscription', 667, 878672835.475655)
(25605888, 'bonus', 163, 1153091095.469527)
(52324898, 'bonus', 101, 946541158.987178)
(90419403, 'bonus', 668, 1540862280.043335)
(5669634, 'chargeback', 552, 1549183160.272734)
(24038896, 'refund', 999, 1102747084.757166)
(94130084, 'subscription', 27, 1672299585.738958)
(85359804, 'purchase', 996, 863573300.57928)
(35922579, 'purchase', 116, 1366061410.257522)
(998428, 'chargeback', 855, 1454742209.665209)
(40940470, 'subscription', 480, 1443168409.205997)
(85146354, 'purchase', 858, 1455541634.50351)
(5221716, 'bonus', 360, 949290069.087786)
(98991460, 'subscription', 462, 1530904356.399026)
(31850211, 'refund', 500, 1007453729.479366)
(65676310, 'purchase', 777, 919604147.45578)
(5486525, 'bonus', 168, 1548110089.047778)
(54101088, 'refund', 114, 1376111815.440115)
(57991100, 'bonus', 259, 918323378.088328)
(96282787, 'bonus', 115, 1708063355.946102)
(80147128, 'purchase', 94, 1365172154.111109)
(31534228, 'subscription', 506, 1596473532.103473)
(75551427, 'chargeback', 266, 1018356602.828263)
(91917428, 'bonus', 620, 1506046780.951014)
(81748053, 'refund', 607, 854276753.776834)
(32686881, 'purchase', 782, 887815050.062892)
(92656597, 'subscription', 445, 1762206981.844124)
(92043029, 'purchase', 103, 1025692712.296424)
(39343210, 'chargeback', 372, 943504318.855692)
(62166278, 'chargeback', 741, 975953521.415163)
(7604728, 'chargeback', 999, 1349923639.432)
(48300306, 'subscription', 853, 895770235.182532)
(65884384, 'bonus', 734, 1569523532.378525)
(87861792, 'subscription', 273, 1507588342.919031)
(34887843, 'bonus', 484, 1334001597.769009)
(16905192, 'chargeback', 473, 956432715.499205)
(31447738, 'bonus', 171, 1549619757.071386)
(81000190, 'subscription', 886, 1492823321.397897)
